MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20250218,38071,Ramsey County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38071,Ramsey County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38071,Ramsey County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38071,Ramsey County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38071,Ramsey County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38071,Ramsey County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38071,Ramsey County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38071,Ramsey County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38073,Ransom County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38075,Renville County,ND,0.00,100.00,100.00,83.74,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38077,Richland County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38079,Rolette County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38081,Sargent County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38083,Sheridan County,ND,76.91,23.09,0.11,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38085,Sioux County,ND,0.00,100.00,100.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38087,Slope County,ND,0.00,100.00,100.00,100.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38087,Slope County,ND,0.00,100.00,100.00,100.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38087,Slope County,ND,0.00,100.00,100.00,100.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38087,Slope County,ND,0.00,100.00,100.00,100.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38087,Slope County,ND,0.00,100.00,100.00,100.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38087,Slope County,ND,0.00,100.00,100.00,100.00,100.00,0.00,2025-01-21,2025-01-27,1
20250114,38087,Slope County,ND,0.00,100.00,100.00,100.00,100.00,0.00,2025-01-14,2025-01-20,1
20250107,38087,Slope County,ND,0.00,100.00,100.00,100.00,100.00,0.00,2025-01-07,2025-01-13,1
20241231,38087,Slope County,ND,0.00,100.00,100.00,100.00,100.00,0.00,2024-12-31,2025-01-06,1
20250225,38089,Stark County,ND,0.00,100.00,100.00,93.45,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38089,Stark County,ND,0.00,100.00,100.00,93.45,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38089,Stark County,ND,0.00,100.00,100.00,93.45,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38089,Stark County,ND,0.00,100.00,100.00,93.45,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38089,Stark County,ND,0.00,100.00,100.00,93.45,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38089,Stark County,ND,0.00,100.00,100.00,93.45,34.33,0.00,2025-01-21,2025-01-27,1
20250114,38089,Stark County,ND,0.00,100.00,100.00,93.45,34.33,0.00,2025-01-14,2025-01-20,1
20250107,38089,Stark County,ND,0.00,100.00,100.00,93.45,34.33,0.00,2025-01-07,2025-01-13,1
20241231,38089,Stark County,ND,0.00,100.00,100.00,93.45,34.33,0.00,2024-12-31,2025-01-06,1
20250225,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38091,Steele County,ND,24.78,75.22,0.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38093,Stutsman County,ND,75.58,24.42,0.44,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38095,Towner County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38097,Traill County,ND,0.00,100.00,34.35,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38099,Walsh County,ND,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38101,Ward County,ND,34.23,65.77,51.21,20.27,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,38103,Wells County,ND,99.57,0.43,0.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20250225,38105,Williams County,ND,0.00,100.00,100.00,67.84,1.28,0.00,2025-02-25,2025-03-03,1
20250218,38105,Williams County,ND,0.00,100.00,100.00,91.33,1.28,0.00,2025-02-18,2025-02-24,1
20250211,38105,Williams County,ND,0.00,100.00,100.00,91.33,1.28,0.00,2025-02-11,2025-02-17,1
20250204,38105,Williams County,ND,0.00,100.00,100.00,91.33,1.28,0.00,2025-02-04,2025-02-10,1
20250128,38105,Williams County,ND,0.00,100.00,100.00,91.33,1.28,0.00,2025-01-28,2025-02-03,1
20250121,38105,Williams County,ND,0.00,100.00,100.00,100.00,1.28,0.00,2025-01-21,2025-01-27,1
20250114,38105,Williams County,ND,0.00,100.00,100.00,100.00,1.28,0.00,2025-01-14,2025-01-20,1
20250107,38105,Williams County,ND,0.00,100.00,100.00,100.00,1.28,0.00,2025-01-07,2025-01-13,1
20241231,38105,Williams County,ND,0.00,100.00,100.00,100.00,1.28,0.00,2024-12-31,2025-01-06,1
